"Link","Title","ID","Author","Created","Closed","Votes","ItemType","Status"
"http://connect.microsoft.com/SQLServer/feedback/details/377268/","Condition in WHERE clause incorrectly pushed to key lookup for outer join","377268","Erland  Sommarskog","10/23/2008","10/31/2008","5","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/361342/","Breaking change in SQL 2005 (regarding collations in table variables) is not documented properly","361342","Razvan  Socol","8/11/2008","10/31/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/356086/","sp_MScleanup_subscriber_history contains a very inefficient query","356086","J.T.Moore","7/14/2008","10/31/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/354229/","DDL Trigger deadlocks on sysschobjs","354229","AaronBertrand","6/29/2008","10/24/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/338190/","Katmai Reporting Services 2008 setting multiple textbox properties","338190","Geoff Orr","4/14/2008","10/24/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/376175/","Wrong Results for Multiple Left Joins on SQL 2008 10.0.1763.0","376175","KnightsArmy","10/17/2008","10/24/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/354607/","RC0 reporting services do not display chinese chars.","354607","li chengzhe","7/1/2008","10/24/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/371356/","You cannot create a Table report using the New Table or Matrix Wizard","371356","Jayaram Krishnaswamy","9/30/2008","10/24/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/125915/","ForEach enumeration of ADO recordset can cause infinite loop when using checkpoints","125915","GordonMoll","2/17/2006","10/24/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/357637/","RS rendering to PDF does not display barceode font correctly","357637","cristianv","7/24/2008","10/17/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/354937/","Data Collector - XML Schema For SQL, Trace, and Perf Counters incorrect","354937","Bob Beauchemin","7/3/2008","10/17/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/287534/","sp_MSmakegeneration infinite loop on subscriber","287534","J.T.Moore","7/15/2007","10/17/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/374980/","Storage Size for DATETIME2 is incorrect in Books Online","374980","Kevin M. Owen","10/11/2008","10/17/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/334238/","Stopping the Analysis Services Service when issuing Data Mining Query Tasks in SSIS","334238","Michelle McCabe","3/24/2008","10/17/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/317294/","NON EMPTY increases the amount of data returned when using a calculation","317294","Denesh Pohar","12/13/2007","10/17/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/363534/","Reporting Services footer page dependency","363534","methylated spirit","8/25/2008","10/10/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/352415/","Column hypertread_ratio in dm_os_sys_info returns incorrect information","352415","Hugo Kornelis","6/22/2008","10/10/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/369100/","SQL Server Report Builder 2.0 RC1 Paper Size not working","369100","Zucky","9/22/2008","10/10/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/290179/","SQL2005 Maintenance Plans have bugs","290179","valska","8/1/2007","10/10/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/317294/","NON EMPTY increases the amount of data returned when using a calculation","317294","Denesh Pohar","12/13/2007","10/17/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/363534/","Reporting Services footer page dependency","363534","methylated spirit","8/25/2008","10/10/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/352415/","Column hypertread_ratio in dm_os_sys_info returns incorrect information","352415","Hugo Kornelis","6/22/2008","10/10/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/369100/","SQL Server Report Builder 2.0 RC1 Paper Size not working","369100","Zucky","9/22/2008","10/10/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/290179/","SQL2005 Maintenance Plans have bugs","290179","valska","8/1/2007","10/10/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/337591/","XSL Export Not Working","337591","Teo Lachev","4/9/2008","10/03/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/330842/","SQL Server SP2 x64 crashes with ""Unresolved deadlock"" messages in the log","330842","halleck","2/29/2008","10/03/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/309095/","Hang/Non-yielding scheduler with ","309095","aaron.reicher","11/7/2007","10/03/2008","7","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/311765/","Standalone Report Designer Doesn't Support Forms Authentication","311765","Teo Lachev","11/21/2007","10/03/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/369470/","SQL Books on line erroneously states that the columns [capabilities] and [capabilities_desc] are not nullable","369470","MovingMars","9/23/2008","10/03/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/310532/","Sql Server 2005 crashes with CLR stored proc error","310532","GChappell","11/15/2007","10/03/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/257312/","SP2 Escrow build failed to install","257312","Ayad_","2/9/2007","10/03/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/215079/","SQL SERVER SP2 SETUP OF CTP1 FAILS","215079","Fabio NY","9/29/2006","10/03/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/322161/","db name problems with sys.sp_dbmmonitorupdate ","322161","Madnarinboy","1/13/2008","10/03/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/323974/","collation altered when using isnull in where clause","323974","Bob Fazio","1/24/2008","10/03/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/338830/","BUG 912702 is appeared again in SQL Server SP2","338830","Alex Mrynsky","4/18/2008","09/26/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/237206/","CTP2 Install on Vista fails unless ""Run as Administrator"" is chosen","237206","Ted Malone","11/10/2006","09/26/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/356582/","DOC : requirements topic includes inconsistent operating systems","356582","AaronBertrand","7/17/2008","09/26/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/340475/","SSRS - Generated Report Builder URL is incorrect, does not use DNS name","340475","PankajSh","4/25/2008","09/26/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/366779/","ALTER TABLE fails for SPARSE columns if rows >= 4009 bytes exist","366779","Michael Hotek","9/8/2008","09/26/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/262496/","Report Server 2005 fails with Invalid column name 'Version' after applying SP2","262496","Burtonrw","3/9/2007","09/26/2008","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/296796/","When do I need to drop column statistics when doing an alter?","296796","Wes Clark","9/5/2007","09/19/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/338482/","Precedence & Scale of a modulo operator result","338482","Vitaliy F","4/16/2008","09/19/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350993/","Report Rendering Issue: OrganizationalSets","350993","binsan","6/13/2008","09/19/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/360884/","[RTM Setup Help] How to: Install SQL Server 2008 (Setup) topic is not correct","360884","Steve Kass","8/6/2008","09/19/2008","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/296796/","When do I need to drop column statistics when doing an alter?","296796","Wes Clark","9/5/2007","09/19/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/338482/","Precedence & Scale of a modulo operator result","338482","Vitaliy F","4/16/2008","09/19/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350993/","Report Rendering Issue: OrganizationalSets","350993","binsan","6/13/2008","09/19/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/360884/","[RTM Setup Help] How to: Install SQL Server 2008 (Setup) topic is not correct","360884","Steve Kass","8/6/2008","09/19/2008","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/365989/","[BOL] Alias data types are supported in table variables","365989","Pawel Potasinski, MSFT","9/3/2008","09/19/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/355866/","reportbuilder (blue) subreport","355866","m.thomanek","7/11/2008","09/19/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/355671/","A severe error occurred on the current command.  The results, if any, should be discarded.","355671","Jamie Downs","7/10/2008","09/19/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/358550/","Setup : repair of database engine failed","358550","AaronBertrand","7/29/2008","09/12/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/341087/","Interactive sort only sorts one table","341087","Gabby Dy","4/29/2008","09/12/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/362758/","[BOL] Wrong data types for parameters of sys.dm_sql_referenced_entities and sys.dm_sql_referencing_entities","362758","Pawel Potasinski, MSFT","8/21/2008","09/12/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/355288/","BOL Tables mangled post IE 8.0.6001.17184","355288","ktegels2","7/7/2008","09/12/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/356856/","IE 8 beta messes up formatting in SQL BOL","356856","VincentYo","7/18/2008","09/12/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/361854/","Errors in the BOL for SQL 2008 DMV sys.dm_xe_map_values","361854","Jonathan Kehayias","8/14/2008","09/05/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/361853/","Errors in the BOL for SQL 2008 DMV sys.dm_xe_map_values","361853","Jonathan Kehayias","8/14/2008","09/05/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/303530/","AccessViolation error when select doesn't return all columns that are in group by and order by","303530","Paul Nokes","10/9/2007","08/29/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/362710/","DOC : bad format of latch class names in sys.dm_os_latch_stats","362710","AaronBertrand","8/20/2008","08/29/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/303530/","AccessViolation error when select doesn't return all columns that are in group by and order by","303530","Paul Nokes","10/9/2007","08/29/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/362710/","DOC : bad format of latch class names in sys.dm_os_latch_stats","362710","AaronBertrand","8/20/2008","08/29/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/311108/","SQL Server 2008 CTP5 (November 2007 CTP) is not available under downloads","311108","Arunraj.C","11/18/2007","08/22/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/282741/","msdb.dbo.dbm_monitor_alerts/dbm_monitor_data not getting cleaned up if database is dropped","282741","mxr1","6/13/2007","08/22/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/141769/","Unexpected Error Occurred when installing SQL Server 2005 SP1","141769","Iced Tea","6/20/2006","08/22/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/250568/","Failure to setup SQL Server Databse Services on Vista","250568","FEE9DCAD-EA76-4AA4-89F8-E5342AA976EF","1/8/2007","08/22/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/302020/","Alter View verursacht ggf. DatenbankFehler","302020","slink","10/2/2007","08/22/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/124726/","Error installing SQL 2005 SP1 (Release) - Hotifx.exe crashes","124726","Frank Buckley","4/21/2006","08/15/2008","16","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/260946/","Large Xml results not displayed in grid results","260946","D Hemme","3/2/2007","08/15/2008","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/316383/","Simple query returns incorrect results with varchar(max) and 1-character strings (150-line repro)","316383","kosak","12/8/2007","08/15/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/291283/","Case produce incorrect result","291283","andsm","8/6/2007","08/15/2008","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/349459/","Setup : Help for Feature Selection does not match Feature Selection","349459","AaronBertrand","6/5/2008","08/15/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/329247/","SQL Server 2008 (1075.23 - 1300.13): BOL","329247","SQLMojoe","2/19/2008","08/15/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/298966/","Help: Wrong name of links and links don't work properly.","298966","Argusis","9/20/2007","08/15/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/298959/","Help: ""Microsoft Web Site"" link point to ""SQL Server 2005 Privacy Statement"" page (obsolete)","298959","Argusis","9/20/2007","08/15/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/298955/","Help: The ""Microsoft SQL Server"" link point to Microsoft SQL Server 2005 (obsolete)","298955","Argusis","9/20/2007","08/15/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350946/","SQL server 2008 setup documentation incorrect for .NET 3.5 and Windows XP","350946","DWalker","6/13/2008","08/15/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/321074/","Cannot delete rows using [image] IS NULL","321074","GrantaGuy","1/4/2008","08/15/2008","6","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/360938/","MSFT - ICE - SSIS packages fail to execute throwing System.Runtime.Remoting.RemotingException","360938","VeeraChowdary","8/7/2008","08/08/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/125469/","After installing IE7 Beta 2, the layout of content in SQL Server 2005 Books Online (April 2006) damaged","125469","zeyansoft","4/30/2006","08/08/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/329319/","Difference in @@ROWCOUNT behaviour on SQL 2000 and 2005","329319","Andreas Piefke","2/19/2008","08/01/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/353031/","sqlmaint always returns 1, but no error message.","353031","Erland  Sommarskog","6/25/2008","08/01/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/329463/","Report Designer Preview - unable to query Analysis Services (SSAS)","329463","Darren Gosbell","2/20/2008","08/01/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/333210/","Usability: SQL 2008 Sample Database Install Process too Complicated","333210","MatthewRoche","3/16/2008","08/01/2008","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/295085/","Docs: OLE Automation Result Sets","295085","Steve Kass","8/25/2007","08/01/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/353031/","sqlmaint always returns 1, but no error message.","353031","Erland  Sommarskog","6/25/2008","08/01/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/329463/","Report Designer Preview - unable to query Analysis Services (SSAS)","329463","Darren Gosbell","2/20/2008","08/01/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/333210/","Usability: SQL 2008 Sample Database Install Process too Complicated","333210","MatthewRoche","3/16/2008","08/01/2008","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/295085/","Docs: OLE Automation Result Sets","295085","Steve Kass","8/25/2007","08/01/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/357242/","No default collation during installation","357242","microlau78","7/22/2008","07/25/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/345056/","Setup aborts when service account has not been added to domain group","345056","Michael Hotek","5/20/2008","07/25/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/251902/","MSIT - MSO: When restoring database on failove cluster, only clustered local drives are shown","251902","Alexey Yeltsov [MSFT]","1/15/2007","07/25/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/356610/","RC0 Reporting Services - Can Not Schedule RS Reports","356610","Devastator","7/17/2008","07/25/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/353962/","Database shows ONLINE when it is not","353962","ipittalugqa","6/27/2008","07/25/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/261513/","SP2 - Scripting DROP statements for SQL2K views generated only using 2000 syntax","261513","DBA-Simon","3/4/2007","07/25/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/225117/","SSMS Database restore fails when using SQL Login with default database of the database being restored","225117","ChrisAVWood","10/12/2006","07/25/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350304/","SQL Server 2008 Setup Fails installing BIDS if Visual Studio 2008 SP1 Beta is installed","350304","Teo Lachev","6/10/2008","07/18/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/355870/","MSFT - Maddog: QFE fails to install","355870","moody31415","7/11/2008","07/18/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350233/","Query Preparation Failed Exception with Report Builder 2.0 and MDX Query Mode","350233","Teo Lachev","6/10/2008","07/18/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350304/","SQL Server 2008 Setup Fails installing BIDS if Visual Studio 2008 SP1 Beta is installed","350304","Teo Lachev","6/10/2008","07/18/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/355870/","MSFT - Maddog: QFE fails to install","355870","moody31415","7/11/2008","07/18/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350233/","Query Preparation Failed Exception with Report Builder 2.0 and MDX Query Mode","350233","Teo Lachev","6/10/2008","07/18/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/356259/","CustomReportItemDesigner class bug when overriding Verbs property","356259","Santi06","7/15/2008","07/18/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/315738/","MSFT - Maddog: After installing CTP5, CLR Optimization fails for a bunch of binaries","315738","moody31415","12/5/2007","07/18/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/354208/","SSRS2008RC0: Printing reports using Arial 7pt font  does not give expected font ","354208","Chrisfr14","6/29/2008","07/18/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/321136/","Polygons Sample Needs Updating","321136","Teo Lachev","1/4/2008","07/18/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/356231/","ICustomReportItem ? Bug in data binding scenario","356231","Santi06","7/15/2008","07/18/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/227924/","""Locked out"" login enhancements","227924","JFoushee","10/16/2006","07/18/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/356008/","Error during Installation ""This access control list is not in the canonical form and therefore cannot be modified""","356008","Arunraj.C","7/13/2008","07/18/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/352567/","If you disable ""User instance"" during express setup, it shows as enabled in later ""ready to install"" screen","352567","mlopez1","6/23/2008","07/18/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/264540/","Unable to Insert or Update Rows Using SQL Management Studio after installing SP2","264540","James Lindner","3/21/2007","07/11/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/355465/","WMI Provider Error on trying to change service account","355465","AussieJohn","7/8/2008","07/11/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/326902/","Save-to-table dialogue in Profiler incorrectly uses ""owner""","326902","Erland  Sommarskog","2/3/2008","07/11/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/349851/","2008RC0 Upgrade displays warning of FAT32 file system when none is present","349851","RJ Smith","6/7/2008","07/11/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/349490/","Setup reports FAT32 File System","349490","Teo Lachev","6/5/2008","07/11/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/352515/","parsing of \r has changed in RC0, and duplicate \r characters added in statements","352515","Andras Belokosztolszki","6/23/2008","07/11/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/290744/","Standard Reports - General (Analysis Services) Fails","290744","db_olap","8/3/2007","07/11/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/354267/","Lost XAML editor in VStudio 2008 after SQL2008 RC0 setup","354267","taoffi","6/30/2008","07/11/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/355507/","Activity Monitor \ Recent Expensive Queries \ Show Execution Plan this gives runtime error and hangs","355507","Arild R?ksund","7/9/2008","07/11/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/349457/","Setup : build numbers incorrect for existing instances","349457","AaronBertrand","6/5/2008","07/11/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/260905/","SSIS importing csv files","260905","Jeffvv","3/2/2007","07/04/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350488/","No documentation on unattended installs with configuration file","350488","Colin Bowern","6/11/2008","07/04/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/351168/","Incorrect(?) information on production environments","351168","Erland  Sommarskog","6/15/2008","07/04/2008","5","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350344/","Problem with Fulltext Search following upgrade","350344","JanetB1","6/10/2008","07/04/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/332396/","Unable to execute windowed aggregates and sequence functions in common table expression","332396","Khanjee2007","3/10/2008","07/04/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/354357/","Reporting Services - Can't print a report","354357","Javier Villegas","6/30/2008","07/04/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/330094/","DOC : BackupRestoreBase.NoRecovery topic has typo","330094","AaronBertrand","2/26/2008","07/04/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/230236/","Books Online - Server.EnumLocks Method () ","230236","Cristian Lefter","10/20/2006","07/04/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350992/","BOL: Incorrect Instructions/Location for how to start Activity Monitor","350992","Glenn A. Berry","6/13/2008","06/27/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/351165/","Cannot install SQL 2008 32-bit on a 64-bit platform","351165","Erland  Sommarskog","6/15/2008","06/27/2008","5","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/352295/","SQL Agent 2008 ODBC Error","352295","Pete Loveall","6/21/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/352510/","RC0 Reporting Services Printing Error - Can't Verify Publisher","352510","Devastator","6/23/2008","06/27/2008","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/344399/","The statement terminated. The maximum recursion 25 has been exhausted before statement completion.","344399","Teo Lachev","5/15/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/295499/","MSFT: E & D - SSAS Sample DBs","295499","venkatprasad1","8/28/2007","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/349560/","Install gives pop error regarding cpp file","349560","dvuong","6/5/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/349511/","Illegal operation attempted on a registry key that has been marked for deletion","349511","Teo Lachev","6/5/2008","06/27/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/290996/","SSIS cannot acquire connection to Excel source w/ Conn$ in XML configuration file","290996","d a w","8/3/2007","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350574/","DataPlace:  ReportServer Configuration Tool not in synch with RSReportServer.config after RC0 upgrade","350574","v-debpal","6/11/2008","06/27/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/351260/","MSIT-MSO: Spell mistake in BOL index ","351260","Srikj","6/16/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/349757/","Visual Studio 2008 Professional Edition affected by SQL 2008 installation","349757","Bobe2","6/6/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/352282/","Incorrect documentation on SQL Browser service startup","352282","mlopez1","6/21/2008","06/27/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/345042/","Cannot use an existing cluster group when installing SQL Server","345042","Michael Hotek","5/20/2008","06/27/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/351534/","RC0 Setup error - Exception has been thrown by the target of an invocation","351534","dsmith-ServiceU","6/17/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/350133/","File Paths used by upgrade","350133","JanetB1","6/9/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/351625/","Installation says ""The SDDL form of a security descriptor is invalid"".","351625","DWalker","6/17/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/352928/","MSFT - Maddog: Upgrade Failed due to existing CLR SP","352928","moody31415","6/25/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/304221/","MSFT:EDW - Tools - disconnecting query does not close actual connection to server - SPID is still sitting on the server","304221","Alexey Yeltsov [MSFT]","10/11/2007","06/27/2008","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/352033/","SQL 2008 RC0 Reporting Services CRI Issue - Can't pass parameters during a ""Drill Through"" action","352033","DundasDan","6/19/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/351650/","Product Level Not Displayed Correctly","351650","Dhanhamsan","6/17/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/345837/","Replay translation - Cluster in SQL Server 2008 with Virtual Server 2005","345837","Fabio Pereira - MCDBA","5/23/2008","06/27/2008","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/351510/","Unhandled exception when sorting list order on Object Explorer Details","351510","Fabio NY","6/17/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/349825/","SSMS can not display Databases on a server with 190 databases","349825","Javier Villegas","6/7/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/352636/","SQL 2008 installation doesn't work if the the service account doesn't have logon local access","352636","TheDataDude","6/24/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/351237/","SQL 2008 RC0 X64 (.NET 3.5 SP1) Fails with Windows 2008 Standard.","351237","SUMIT SARKAR","6/16/2008","06/27/2008","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/342051/","SSMS 2008 CTP - generate scripts in 2005 errors on a table with ""urn"" as error message","342051","adolf garlic","5/5/2008","06/27/2008","1","Bug","Closed"
